name,points,challenge,elibigility
Ultramy,4912,"{'challenge_name': ['tictactocket', 'concoction (rev)', 'Redwoods', 'Computer Has Virus', 'pineapple', ""Tommy's Artventures"", 'unpopcorn', 'decipherium', 'television', 'Survey', 'colors (crypto)', 'weirdtraffic (forensics)', 'think_twice', 'Buildings', 'beer sales', 'TommyCam', 'iRobots (web)', 'welcome'], 'challenge_category': ['web', 'beginner', 'misc', 'forensics', 'forensics', 'web', 'crypto', 'crypto', 'osint', 'feedback', 'beginner', 'beginner', 'forensics', 'osint', 'osint', 'osint', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '391', '300', '300', '300', '300', '300', '300', '11', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-04T03:20:49.840697Z', '2024-11-03T13:46:15.472114Z', '2024-11-03T11:33:13.798657Z', '2024-11-03T10:30:10.646982Z', '2024-11-03T09:59:39.842411Z', '2024-11-03T09:38:32.055490Z', '2024-11-03T09:27:15.714063Z', '2024-11-03T05:40:06.859039Z', '2024-11-03T05:00:59.527119Z', '2024-11-03T04:54:26.819125Z', '2024-11-02T15:08:24.677755Z', '2024-11-02T13:46:20.409708Z', '2024-11-02T13:28:28.192910Z', '2024-11-02T12:03:26.124793Z', '2024-11-02T11:14:10.887477Z', '2024-11-02T11:01:24.305953Z', '2024-11-02T10:58:32.349415Z', '2024-11-02T10:40:08.834882Z']}","Competitive (Individual, for prizes)"
Stefan,4860,"{'challenge_name': ['Portal', 'Redwoods', 'Vault', 'tictactocket', 'basic rust rev', ""Tommy's Artventures"", 'trynewthings', 'TommyCam', 'pineapple', 'Computer Has Virus', 'think_twice', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['pwn', 'misc', 'rev', 'web', 'rev', 'web', 'rev', 'osint', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '391', '477', '300', '366', '300', '316', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T16:09:01.376142Z', '2024-11-02T16:04:57.977081Z', '2024-11-02T15:42:57.019264Z', '2024-11-02T15:23:52.072262Z', '2024-11-02T15:05:59.059326Z', '2024-11-02T15:04:22.663784Z', '2024-11-02T14:58:02.194907Z', '2024-11-02T12:09:36.938320Z', '2024-11-02T12:05:44.214474Z', '2024-11-02T12:02:44.476751Z', '2024-11-02T10:51:00.601009Z', '2024-11-02T10:49:36.550995Z', '2024-11-02T10:48:11.822864Z', '2024-11-02T10:46:45.471388Z', '2024-11-02T10:46:14.641862Z', '2024-11-02T10:45:47.703113Z']}","Competitive (Individual, for prizes)"
MateuszW,4822,"{'challenge_name': ['colors (crypto)', 'EEnemies', 'concoction (rev)', 'weirdtraffic (forensics)', 'Buildings', 'Computer Has Virus', 'Spooky Query Leaks', 'pineapple', 'welcome', 'television', 'think_twice', 'TommyCam', 'beer sales', ""Tommy's Artventures"", 'unpopcorn', 'iRobots (web)'], 'challenge_category': ['beginner', 'misc', 'beginner', 'beginner', 'osint', 'forensics', 'web', 'forensics', 'welcome', 'osint', 'forensics', 'osint', 'osint', 'web', 'crypto', 'beginner'], 'challenge_points': ['300', '493', '300', '300', '300', '300', '419', '300', '10', '300', '300', '300', '300', '300', '300', '300'], 'solve_time': ['2024-11-03T20:19:19.142437Z', '2024-11-03T20:07:28.811044Z', '2024-11-03T19:02:33.302786Z', '2024-11-03T14:30:29.605208Z', '2024-11-03T14:29:03.554032Z', '2024-11-03T12:42:33.603131Z', '2024-11-03T11:39:15.318518Z', '2024-11-03T11:01:11.309990Z', '2024-11-03T10:40:20.332584Z', '2024-11-03T10:39:30.843535Z', '2024-11-03T00:04:02.030471Z', '2024-11-02T23:19:35.712064Z', '2024-11-02T23:09:47.793434Z', '2024-11-02T22:55:14.750227Z', '2024-11-02T09:25:07.449140Z', '2024-11-02T08:34:43.112416Z']}","Competitive (Individual, for prizes)"
camasher,4810,"{'challenge_name': ['Buildings', 'Survey', 'tictacBINGO', 'Computer Has Virus', 'unpopcorn', 'decipherium', 'TommyCam', 'pineapple', 'think_twice', 'concoction (rev)', 'weirdtraffic (forensics)', 'colors (crypto)', 'iRobots (web)', 'Spooky Query Leaks', 'tictactocket', ""Tommy's Artventures"", 'welcome'], 'challenge_category': ['osint', 'feedback', 'web', 'forensics', 'crypto', 'crypto', 'osint', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'web', 'web', 'web', 'welcome'], 'challenge_points': ['300', '11', '470', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '419', '300', '300', '10'], 'solve_time': ['2024-11-03T20:40:48.589930Z', '2024-11-03T03:45:55.002832Z', '2024-11-03T03:42:48.461567Z', '2024-11-02T19:23:07.663608Z', '2024-11-02T05:22:14.223492Z', '2024-11-02T05:11:10.102098Z', '2024-11-02T04:53:36.822916Z', '2024-11-02T04:29:46.067896Z', '2024-11-02T04:02:37.822127Z', '2024-11-02T03:58:03.111139Z', '2024-11-02T03:51:59.246030Z', '2024-11-02T03:51:12.570841Z', '2024-11-02T03:49:59.763967Z', '2024-11-02T03:43:01.644757Z', '2024-11-02T03:21:17.196249Z', '2024-11-02T03:10:12.884906Z', '2024-11-02T03:00:29.803624Z']}","Competitive (Individual, for prizes)"
CaptainB,4802,"{'challenge_name': ['Redwoods', 'TommyCam', 'beer sales', 'Spooky Query Leaks', 'basic rust rev', 'trynewthings', 'Computer Has Virus', 'pineapple', 'think_twice', 'concoction (rev)', 'welcome', 'decipherium', 'weirdtraffic (forensics)', 'iRobots (web)', 'colors (crypto)', ""Tommy's Artventures""], 'challenge_category': ['misc', 'osint', 'osint', 'web', 'rev', 'rev', 'forensics', 'forensics', 'forensics', 'beginner', 'welcome', 'crypto', 'beginner', 'beginner', 'beginner', 'web'], 'challenge_points': ['391', '300', '300', '419', '366', '316', '300', '300', '300', '300', '10', '300', '300', '300', '300', '300'], 'solve_time': ['2024-11-03T12:29:16.851930Z', '2024-11-03T11:47:50.539758Z', '2024-11-03T10:22:48.908502Z', '2024-11-03T10:18:04.296613Z', '2024-11-03T08:27:42.942365Z', '2024-11-03T08:20:25.687923Z', '2024-11-03T07:34:23.967315Z', '2024-11-03T07:22:04.807810Z', '2024-11-03T07:16:56.168159Z', '2024-11-03T07:15:13.415146Z', '2024-11-03T07:00:17.122615Z', '2024-11-02T22:17:49.444953Z', '2024-11-02T21:08:47.406893Z', '2024-11-02T13:20:06.313833Z', '2024-11-02T09:23:16.726608Z', '2024-11-02T05:00:44.240895Z']}","Casual (No prizes, teams allowed)"
HTTPHeader,4776,"{'challenge_name': ['Reader', 'beer sales', 'unpopcorn', 'Computer Has Virus', 'pineapple', 'think_twice', 'Spooky Query Leaks', 'decipherium', 'Portal', 'tictactocket', ""Tommy's Artventures"", 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'Survey', 'welcome'], 'challenge_category': ['pwn', 'osint', 'crypto', 'forensics', 'forensics', 'forensics', 'web', 'crypto', 'pwn', 'web', 'web', 'beginner', 'beginner', 'beginner', 'beginner', 'feedback', 'welcome'], 'challenge_points': ['436', '300', '300', '300', '300', '300', '419', '300', '300', '300', '300', '300', '300', '300', '300', '11', '10'], 'solve_time': ['2024-11-03T22:28:55.679407Z', '2024-11-03T21:12:07.680250Z', '2024-11-03T21:05:12.577873Z', '2024-11-03T20:49:51.838409Z', '2024-11-03T20:42:47.341808Z', '2024-11-03T20:27:27.754857Z', '2024-11-03T19:49:08.326946Z', '2024-11-03T19:24:58.655620Z', '2024-11-03T17:21:15.132259Z', '2024-11-03T17:03:45.593335Z', '2024-11-03T16:26:04.853291Z', '2024-11-03T16:19:10.098850Z', '2024-11-03T16:11:23.285441Z', '2024-11-03T16:11:05.471628Z', '2024-11-03T16:10:09.994077Z', '2024-11-03T16:09:12.723165Z', '2024-11-03T16:08:29.835703Z']}","Casual (No prizes, teams allowed)"
pennenzak,4762,"{'challenge_name': ['tictacBINGO', 'basic rust rev', 'decipherium', 'trynewthings', 'concoction (rev)', 'beer sales', 'TommyCam', 'pineapple', 'Computer Has Virus', 'think_twice', 'weirdtraffic (forensics)', 'colors (crypto)', 'iRobots (web)', 'tictactocket', ""Tommy's Artventures"", 'welcome'], 'challenge_category': ['web', 'rev', 'crypto', 'rev', 'beginner', 'osint', 'osint', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'web', 'web', 'welcome'], 'challenge_points': ['470', '366', '300', '316', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T20:35:59.480090Z', '2024-11-02T17:30:06.878180Z', '2024-11-02T14:59:56.282190Z', '2024-11-02T13:36:20.590946Z', '2024-11-02T12:35:44.125552Z', '2024-11-02T08:37:22.519505Z', '2024-11-02T08:29:12.572428Z', '2024-11-02T08:13:48.903511Z', '2024-11-02T07:54:33.296322Z', '2024-11-02T05:24:59.319977Z', '2024-11-02T05:19:48.433577Z', '2024-11-02T05:18:00.533036Z', '2024-11-02T05:15:11.434653Z', '2024-11-02T04:12:06.466516Z', '2024-11-02T04:10:29.458985Z', '2024-11-02T04:05:23.675038Z']}","Casual (No prizes, teams allowed)"
vow,4691,"{'challenge_name': ['Buildings', 'tictacBINGO', 'television', 'Survey', 'beer sales', 'TommyCam', 'Computer Has Virus', 'concoction (rev)', 'Portal', 'tictactocket', 'colors (crypto)', ""Tommy's Artventures"", 'pineapple', 'think_twice', 'weirdtraffic (forensics)', 'iRobots (web)', 'welcome'], 'challenge_category': ['osint', 'web', 'osint', 'feedback', 'osint', 'osint', 'forensics', 'beginner', 'pwn', 'web', 'beginner', 'web', 'forensics', 'forensics', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '470', '300', '11', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T06:40:09.982082Z', '2024-11-03T06:23:00.586024Z', '2024-11-03T05:56:38.692380Z', '2024-11-03T05:45:40.023958Z', '2024-11-02T18:29:56.507033Z', '2024-11-02T05:19:37.782401Z', '2024-11-02T05:17:12.410656Z', '2024-11-02T05:08:25.641678Z', '2024-11-02T04:52:58.250303Z', '2024-11-02T04:31:24.721959Z', '2024-11-02T04:24:22.393248Z', '2024-11-02T04:23:25.965336Z', '2024-11-02T04:08:04.951505Z', '2024-11-02T03:59:40.730346Z', '2024-11-02T03:56:58.002183Z', '2024-11-02T03:56:18.840192Z', '2024-11-02T03:55:58.959371Z']}","Casual (No prizes, teams allowed)"
Raymond4414,4691,"{'challenge_name': ['Buildings', 'Computer Has Virus', 'pineapple', 'Survey', 'beer sales', 'television', 'TommyCam', 'tictacBINGO', 'tictactocket', 'concoction (rev)', ""Tommy's Artventures"", 'think_twice', 'decipherium', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'forensics', 'forensics', 'feedback', 'osint', 'osint', 'osint', 'web', 'web', 'beginner', 'web', 'forensics', 'crypto', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '11', '300', '300', '300', '470', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T23:09:47.529869Z', '2024-11-03T20:23:58.121881Z', '2024-11-03T20:17:48.941746Z', '2024-11-03T07:01:24.696727Z', '2024-11-03T06:51:05.909691Z', '2024-11-03T06:47:14.844856Z', '2024-11-03T06:09:58.332212Z', '2024-11-03T05:55:18.496663Z', '2024-11-03T04:57:11.002800Z', '2024-11-03T04:40:31.790141Z', '2024-11-03T03:56:40.478825Z', '2024-11-02T18:43:35.977102Z', '2024-11-02T17:47:30.444122Z', '2024-11-02T16:53:15.463060Z', '2024-11-02T16:52:52.154641Z', '2024-11-02T16:50:23.694059Z', '2024-11-02T16:49:35.813353Z']}","Casual (No prizes, teams allowed)"
john,4612,"{'challenge_name': [""Tommy's Artventures"", 'television', 'Survey', 'Buildings', 'beer sales', 'TommyCam', 'Redwoods', 'pineapple', 'concoction (rev)', 'decipherium', 'Computer Has Virus', 'Portal', 'think_twice', 'weirdtraffic (forensics)', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['web', 'osint', 'feedback', 'osint', 'osint', 'osint', 'misc', 'forensics', 'beginner', 'crypto', 'forensics', 'pwn', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '11', '300', '300', '300', '391', '300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T08:05:42.913944Z', '2024-11-03T07:47:33.172549Z', '2024-11-03T07:35:45.435103Z', '2024-11-02T22:40:33.378315Z', '2024-11-02T22:22:18.538512Z', '2024-11-02T22:20:20.882558Z', '2024-11-02T21:44:36.333080Z', '2024-11-02T21:27:21.850218Z', '2024-11-02T10:38:26.219261Z', '2024-11-02T10:31:36.770063Z', '2024-11-02T10:15:13.607092Z', '2024-11-02T08:43:38.021193Z', '2024-11-02T07:00:12.900399Z', '2024-11-02T06:57:49.698542Z', '2024-11-02T06:53:37.537703Z', '2024-11-02T06:50:15.454232Z', '2024-11-02T06:49:07.905437Z']}","Competitive (Individual, for prizes)"
ultradiyow,4612,"{'challenge_name': ['Buildings', 'Redwoods', 'Computer Has Virus', 'concoction (rev)', 'decipherium', 'unpopcorn', 'Survey', 'television', ""Tommy's Artventures"", 'TommyCam', 'beer sales', 'pineapple', 'think_twice', 'iRobots (web)', 'colors (crypto)', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['osint', 'misc', 'forensics', 'beginner', 'crypto', 'crypto', 'feedback', 'osint', 'web', 'osint', 'osint', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '391', '300', '300', '300', '300', '11', '300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T13:43:53.643209Z', '2024-11-03T12:20:51.484347Z', '2024-11-03T10:42:13.466065Z', '2024-11-03T09:43:25.666618Z', '2024-11-03T06:00:45.362257Z', '2024-11-03T05:46:28.402469Z', '2024-11-03T05:37:57.404704Z', '2024-11-03T05:35:45.194734Z', '2024-11-02T15:59:00.087781Z', '2024-11-02T15:55:25.854581Z', '2024-11-02T15:49:32.087387Z', '2024-11-02T15:42:32.329828Z', '2024-11-02T07:46:15.097269Z', '2024-11-02T07:43:58.389259Z', '2024-11-02T07:43:08.794635Z', '2024-11-02T07:42:07.591139Z', '2024-11-02T07:41:08.940008Z']}","Competitive (Individual, for prizes)"
nem4ros,4601,"{'challenge_name': ['pineapple', 'Computer Has Virus', 'tictactocket', ""Tommy's Artventures"", 'television', 'welcome', 'beer sales', 'decipherium', 'concoction (rev)', 'Buildings', 'TommyCam', 'think_twice', 'Redwoods', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)'], 'challenge_category': ['forensics', 'forensics', 'web', 'web', 'osint', 'welcome', 'osint', 'crypto', 'beginner', 'osint', 'osint', 'forensics', 'misc', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '300', '300', '300', '10', '300', '300', '300', '300', '300', '300', '391', '300', '300', '300'], 'solve_time': ['2024-11-03T13:54:08.542328Z', '2024-11-03T13:43:32.922395Z', '2024-11-03T13:03:28.776661Z', '2024-11-03T12:27:03.357701Z', '2024-11-03T05:12:48.990926Z', '2024-11-03T04:37:17.703870Z', '2024-11-03T02:46:16.597612Z', '2024-11-02T23:59:46.302612Z', '2024-11-02T15:05:44.695862Z', '2024-11-02T14:22:14.162230Z', '2024-11-02T14:10:01.121367Z', '2024-11-02T14:01:37.247039Z', '2024-11-02T10:51:14.260569Z', '2024-11-02T10:14:10.308904Z', '2024-11-02T10:11:51.874115Z', '2024-11-02T04:31:02.950130Z']}","Casual (No prizes, teams allowed)"
dante,4576,"{'challenge_name': ['television', 'decipherium', ""Tommy's Artventures"", 'basic rust rev', 'unpopcorn', 'beer sales', 'Computer Has Virus', 'pineapple', 'concoction (rev)', 'tictactocket', 'TommyCam', 'think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'crypto', 'web', 'rev', 'crypto', 'osint', 'forensics', 'forensics', 'beginner', 'web', 'osint', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '366', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T03:44:49.658934Z', '2024-11-03T02:21:50.725709Z', '2024-11-03T01:57:25.407771Z', '2024-11-03T00:31:43.440558Z', '2024-11-02T21:40:00.867005Z', '2024-11-02T20:32:37.301968Z', '2024-11-02T20:30:58.277276Z', '2024-11-02T20:14:09.716860Z', '2024-11-02T19:12:40.102601Z', '2024-11-02T18:59:49.277150Z', '2024-11-02T16:25:16.541777Z', '2024-11-02T16:06:35.517685Z', '2024-11-02T15:57:40.546763Z', '2024-11-02T15:57:18.220649Z', '2024-11-02T15:56:30.180699Z', '2024-11-02T15:55:09.747067Z']}","Casual (No prizes, teams allowed)"
luongvd,4560,"{'challenge_name': ['Portal', 'Vault', 'decipherium', ""Tommy's Artventures"", 'Redwoods', 'pineapple', 'basic rust rev', 'trynewthings', 'Computer Has Virus', 'think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome', 'concoction (rev)'], 'challenge_category': ['pwn', 'rev', 'crypto', 'web', 'misc', 'forensics', 'rev', 'rev', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome', 'beginner'], 'challenge_points': ['300', '477', '300', '300', '391', '300', '366', '316', '300', '300', '300', '300', '300', '10', '300'], 'solve_time': ['2024-11-02T12:44:00.992014Z', '2024-11-02T09:43:12.465620Z', '2024-11-02T09:26:10.187289Z', '2024-11-02T09:02:01.626432Z', '2024-11-02T08:13:34.203973Z', '2024-11-02T07:57:22.365136Z', '2024-11-02T06:57:23.587170Z', '2024-11-02T06:32:51.970992Z', '2024-11-02T06:10:59.394312Z', '2024-11-02T05:54:50.865382Z', '2024-11-02T05:52:55.874765Z', '2024-11-02T05:49:52.133832Z', '2024-11-02T05:48:56.872080Z', '2024-11-02T05:46:57.226953Z', '2024-11-02T05:43:58.698746Z']}","Competitive (Individual, for prizes)"
aym,4521,"{'challenge_name': ['Spooky Query Leaks', 'Survey', 'pineapple', 'trynewthings', 'beer sales', 'concoction (rev)', ""Tommy's Artventures"", 'Computer Has Virus', 'think_twice', ""D' Lo"", 'unpopcorn', 'welcome', 'colors (crypto)', 'decipherium', 'iRobots (web)', 'weirdtraffic (forensics)'], 'challenge_category': ['web', 'feedback', 'forensics', 'rev', 'osint', 'beginner', 'web', 'forensics', 'forensics', 'crypto', 'crypto', 'welcome', 'beginner', 'crypto', 'beginner', 'beginner'], 'challenge_points': ['419', '11', '300', '316', '300', '300', '300', '300', '300', '465', '300', '10', '300', '300', '300', '300'], 'solve_time': ['2024-11-03T12:11:11.030721Z', '2024-11-03T08:59:35.094591Z', '2024-11-03T08:57:44.700009Z', '2024-11-03T08:37:24.522570Z', '2024-11-03T07:46:03.904964Z', '2024-11-03T07:42:38.399804Z', '2024-11-03T06:47:44.991971Z', '2024-11-03T05:44:52.045795Z', '2024-11-03T05:29:21.854477Z', '2024-11-03T05:27:21.867612Z', '2024-11-03T04:20:45.187949Z', '2024-11-03T03:48:24.706154Z', '2024-11-03T03:46:42.331022Z', '2024-11-03T03:43:35.505516Z', '2024-11-03T02:42:20.504919Z', '2024-11-03T02:36:35.801946Z']}","Competitive (Individual, for prizes)"
un_crownedhog,4521,"{'challenge_name': ['Portal', 'television', 'Survey', 'unpopcorn', ""Tommy's Artventures"", 'pineapple', 'concoction (rev)', 'beer sales', 'TommyCam', 'Buildings', 'Computer Has Virus', 'think_twice', 'decipherium', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['pwn', 'osint', 'feedback', 'crypto', 'web', 'forensics', 'beginner', 'osint', 'osint', 'osint', 'forensics', 'forensics', 'crypto', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '11', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T13:34:35.611373Z', '2024-11-03T04:10:14.268873Z', '2024-11-03T04:01:15.163653Z', '2024-11-03T03:58:41.268569Z', '2024-11-02T14:07:02.070053Z', '2024-11-02T12:12:09.593693Z', '2024-11-02T06:53:11.615143Z', '2024-11-02T06:08:08.675145Z', '2024-11-02T06:01:42.294198Z', '2024-11-02T05:50:28.473210Z', '2024-11-02T04:17:52.648077Z', '2024-11-02T03:55:06.015442Z', '2024-11-02T03:19:16.472490Z', '2024-11-02T03:06:13.743885Z', '2024-11-02T03:05:13.073094Z', '2024-11-02T03:02:55.987717Z', '2024-11-02T03:00:56.190602Z']}","Competitive (Individual, for prizes)"
ni5arga,4482,"{'challenge_name': ['Portal', 'decipherium', 'Redwoods', 'tictacBINGO', 'tictactocket', 'Computer Has Virus', 'television', 'Survey', 'think_twice', ""Tommy's Artventures"", 'TommyCam', 'beer sales', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['pwn', 'crypto', 'misc', 'web', 'web', 'forensics', 'osint', 'feedback', 'forensics', 'web', 'osint', 'osint', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '391', '470', '300', '300', '300', '11', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T16:18:48.378499Z', '2024-11-03T14:46:30.504296Z', '2024-11-03T13:38:37.366011Z', '2024-11-03T12:16:35.786076Z', '2024-11-03T11:09:25.639518Z', '2024-11-03T10:46:45.218086Z', '2024-11-03T10:41:42.648056Z', '2024-11-03T10:31:35.358395Z', '2024-11-02T22:51:16.647593Z', '2024-11-02T22:48:27.117050Z', '2024-11-02T21:59:22.357571Z', '2024-11-02T21:55:12.887534Z', '2024-11-02T20:02:08.160647Z', '2024-11-02T19:36:22.402561Z', '2024-11-02T19:15:21.468906Z', '2024-11-02T19:07:15.529824Z']}","Competitive (Individual, for prizes)"
