,team,challenges,score,eligible
623,hombing,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['606'], 'solve_time': ['2024-11-23T23:54:33.618Z']}",50,International
624,BlahLand,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['607'], 'solve_time': ['2024-11-23T23:56:19.9Z']}",50,International
625,FHS Firewaller,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['608'], 'solve_time': ['2024-11-23T23:57:39.174Z']}",50,International
626,Astrooo,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['609'], 'solve_time': ['2024-11-24T00:04:00.264Z']}",50,International
627,Suzuka,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['610'], 'solve_time': ['2024-11-24T00:06:05.391Z']}",50,InternationalDomestic
628,SHIN-KMTKM,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['611'], 'solve_time': ['2024-11-24T00:08:16.488Z']}",50,InternationalDomestic
629,"Banquet of the ""Beeeeeeeeeer""","{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['612'], 'solve_time': ['2024-11-24T00:23:36.859Z']}",50,InternationalDomestic
630,sky14rk,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['613'], 'solve_time': ['2024-11-24T00:24:14.46Z']}",50,InternationalDomestic
631,ygn,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['614'], 'solve_time': ['2024-11-24T00:24:23.749Z']}",50,InternationalDomestic
632,yorkey,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['615'], 'solve_time': ['2024-11-24T00:29:50.981Z']}",50,InternationalDomestic
633,wizbiz,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['616'], 'solve_time': ['2024-11-24T00:35:55.745Z']}",50,International
634,aaazzz,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['617'], 'solve_time': ['2024-11-24T00:44:35.791Z']}",50,International
635,r1muru,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['619'], 'solve_time': ['2024-11-24T00:49:43.797Z']}",50,International
636,anana,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['620'], 'solve_time': ['2024-11-24T01:10:34.878Z']}",50,InternationalDomestic
637,SORA,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['621'], 'solve_time': ['2024-11-24T01:22:03.658Z']}",50,InternationalDomestic
638,next,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['622'], 'solve_time': ['2024-11-24T01:33:13.088Z']}",50,InternationalDomestic
639,1010010000101010101,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['623'], 'solve_time': ['2024-11-24T02:08:17.81Z']}",50,International
640,Y-CTF,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['624'], 'solve_time': ['2024-11-24T02:18:38.971Z']}",50,International
641,aLoNe,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['625'], 'solve_time': ['2024-11-24T02:21:16.337Z']}",50,InternationalDomestic
642,D,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['626'], 'solve_time': ['2024-11-24T02:25:06.168Z']}",50,InternationalDomestic
643,t4n2112,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['627'], 'solve_time': ['2024-11-24T02:32:22.636Z']}",50,InternationalDomestic
644,Tulgaaaaaaaaaaaaaaaaa,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['629'], 'solve_time': ['2024-11-24T03:13:14.664Z']}",50,International
645,Clocktower Dwellers,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['630'], 'solve_time': ['2024-11-24T03:24:46.667Z']}",50,International
646,inu770,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['631'], 'solve_time': ['2024-11-24T03:28:26.454Z']}",50,InternationalDomestic
647,oolong_tea_river,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['632'], 'solve_time': ['2024-11-24T03:44:43.853Z']}",50,InternationalDomestic
648,1NTERLUDE,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['633'], 'solve_time': ['2024-11-24T03:45:36.084Z']}",50,International
649,sakana,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['635'], 'solve_time': ['2024-11-24T04:01:26.982Z']}",50,International
650,NiboshiRamenTai,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['636'], 'solve_time': ['2024-11-24T04:11:45.822Z']}",50,InternationalDomestic
651,Bit Busters,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['637'], 'solve_time': ['2024-11-24T04:16:21.589Z']}",50,International
652,ILikePPAP,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['639'], 'solve_time': ['2024-11-24T04:45:28.124Z']}",50,InternationalDomestic
