name,score,challenges
VictoriaSecret,250,"{'challenge_name': ['Simpler RSA', 'World Wide Flags', 'Secure Shell'], 'challenge_category': ['Beginners', 'Miscellaneous', 'Beginners'], 'challenge_points': ['50', '150', '50'], 'solve_time': ['November 30th, 11:50:20 PM', 'November 30th, 11:34:09 PM', 'November 30th, 10:34:03 PM']}"
n00b/s,250,"{'challenge_name': ['Too Hidden', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Forensics', 'Beginners', 'Miscellaneous'], 'challenge_points': ['150', '50', '50'], 'solve_time': ['December 1st, 12:00:32 AM', 'November 30th, 9:11:55 PM', 'November 30th, 8:06:33 PM']}"
0xG04,250,"{'challenge_name': ['Secure Shell', 'World Wide Flags', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Miscellaneous', 'Beginners'], 'challenge_points': ['50', '150', '50'], 'solve_time': ['December 1st, 12:38:24 AM', 'November 30th, 8:12:12 PM', 'November 30th, 5:44:00 PM']}"
f!4g.inj3c70r,250,"{'challenge_name': ['Simpler RSA', 'World Wide Flags', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous', 'Miscellaneous'], 'challenge_points': ['50', '150', '50'], 'solve_time': ['December 1st, 11:07:26 AM', 'November 30th, 10:31:18 PM', 'November 30th, 9:27:44 PM']}"
ABOBIL Team 2,250,"{'challenge_name': ['Secure Shell', 'World Wide Flags', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Miscellaneous', 'Beginners'], 'challenge_points': ['50', '150', '50'], 'solve_time': ['December 1st, 11:57:47 AM', 'December 1st, 1:59:53 AM', 'November 30th, 8:06:07 PM']}"
Hackers & Shellzinhas,250,"{'challenge_name': ['World Wide Flags', 'Secure Shell', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['150', '50', '50'], 'solve_time': ['December 1st, 5:26:07 PM', 'November 30th, 9:34:56 PM', 'November 30th, 8:49:10 PM']}"
Hblr Solo,245,"{'challenge_name': ['WhiteRabbit', 'Secure Shell', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['95', '50', '50', '50'], 'solve_time': ['December 1st, 3:31:42 AM', 'November 30th, 9:24:20 PM', 'November 30th, 8:28:00 PM', 'November 30th, 6:53:36 PM']}"
pobateam,228,"{'challenge_name': ['Buffer Brawl'], 'challenge_category': ['Pwn'], 'challenge_points': ['228'], 'solve_time': ['November 30th, 8:17:49 PM']}"
Qryptonyx,228,"{'challenge_name': ['Buffer Brawl'], 'challenge_category': ['Pwn'], 'challenge_points': ['228'], 'solve_time': ['December 1st, 4:45:31 AM']}"
dpl_pwn,228,"{'challenge_name': ['Buffer Brawl'], 'challenge_category': ['Pwn'], 'challenge_points': ['228'], 'solve_time': ['December 1st, 6:56:54 AM']}"
aaazzz,228,"{'challenge_name': ['Buffer Brawl'], 'challenge_category': ['Pwn'], 'challenge_points': ['228'], 'solve_time': ['December 1st, 10:06:49 AM']}"
sam.ninja,215,"{'challenge_name': ['Secure Shell', 'All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['50', '65', '50', '50'], 'solve_time': ['November 30th, 7:55:22 PM', 'November 30th, 7:17:13 PM', 'November 30th, 6:53:51 PM', 'November 30th, 6:51:48 PM']}"
bmcyver,215,"{'challenge_name': ['Secure Shell', 'Simpler RSA', 'Sanity Check', 'All your base are belong to us'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous', 'Beginners'], 'challenge_points': ['50', '50', '50', '65'], 'solve_time': ['November 30th, 7:58:42 PM', 'November 30th, 5:58:08 PM', 'November 30th, 5:39:26 PM', 'November 30th, 5:32:48 PM']}"
عاهات البعث,215,"{'challenge_name': ['Secure Shell', 'All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['50', '65', '50', '50'], 'solve_time': ['November 30th, 8:11:05 PM', 'November 30th, 6:38:52 PM', 'November 30th, 6:24:06 PM', 'November 30th, 5:50:32 PM']}"
Catalyst,215,"{'challenge_name': ['Secure Shell', 'Sanity Check', 'All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['50', '50', '65', '50'], 'solve_time': ['November 30th, 8:29:16 PM', 'November 30th, 7:11:12 PM', 'November 30th, 6:23:25 PM', 'November 30th, 6:17:12 PM']}"
Turing Nessus,215,"{'challenge_name': ['Secure Shell', 'All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['50', '65', '50', '50'], 'solve_time': ['November 30th, 8:48:25 PM', 'November 30th, 6:01:46 PM', 'November 30th, 5:50:30 PM', 'November 30th, 5:38:18 PM']}"
UCC[0],215,"{'challenge_name': ['Secure Shell', 'All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['50', '65', '50', '50'], 'solve_time': ['November 30th, 10:16:41 PM', 'November 30th, 10:03:41 PM', 'November 30th, 6:19:30 PM', 'November 30th, 6:09:27 PM']}"
Digital Vortex,215,"{'challenge_name': ['Sanity Check', 'Secure Shell', 'All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners', 'Beginners'], 'challenge_points': ['50', '50', '65', '50'], 'solve_time': ['November 30th, 10:21:03 PM', 'November 30th, 9:47:03 PM', 'November 30th, 9:32:51 PM', 'November 30th, 7:53:32 PM']}"
zazlippers,215,"{'challenge_name': ['Sanity Check', 'Simpler RSA', 'All your base are belong to us', 'Secure Shell'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners', 'Beginners'], 'challenge_points': ['50', '50', '65', '50'], 'solve_time': ['November 30th, 10:31:48 PM', 'November 30th, 9:59:09 PM', 'November 30th, 9:55:12 PM', 'November 30th, 9:54:31 PM']}"
Astra,215,"{'challenge_name': ['All your base are belong to us', 'Secure Shell', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['65', '50', '50', '50'], 'solve_time': ['December 1st, 12:19:01 AM', 'November 30th, 8:18:40 PM', 'November 30th, 7:25:29 PM', 'November 30th, 5:49:28 PM']}"
_Solo Leveling_,215,"{'challenge_name': ['All your base are belong to us', 'Secure Shell', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['65', '50', '50', '50'], 'solve_time': ['December 1st, 3:26:00 AM', 'December 1st, 3:01:07 AM', 'December 1st, 1:45:08 AM', 'December 1st, 1:23:39 AM']}"
phantomhotel,215,"{'challenge_name': ['All your base are belong to us', 'Secure Shell', 'Sanity Check', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous', 'Beginners'], 'challenge_points': ['65', '50', '50', '50'], 'solve_time': ['December 1st, 10:04:25 AM', 'December 1st, 3:40:27 AM', 'December 1st, 1:08:07 AM', 'November 30th, 9:31:49 PM']}"
Ech0Ech0,207,"{'challenge_name': ['Bulletproof'], 'challenge_category': ['OSINT'], 'challenge_points': ['207'], 'solve_time': ['December 1st, 1:31:43 AM']}"
Hacktoria,207,"{'challenge_name': ['Bulletproof'], 'challenge_category': ['OSINT'], 'challenge_points': ['207'], 'solve_time': ['December 1st, 10:32:03 AM']}"
silly_goobers,207,"{'challenge_name': ['Bulletproof'], 'challenge_category': ['OSINT'], 'challenge_points': ['207'], 'solve_time': ['December 1st, 10:42:56 AM']}"
Sevgillim,203,"{'challenge_name': ['Simpler RSA', 'Bongcloud'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '153'], 'solve_time': ['December 1st, 8:47:08 AM', 'November 30th, 10:42:54 PM']}"
trewq,203,"{'challenge_name': ['Bongcloud', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['153', '50'], 'solve_time': ['December 1st, 3:16:11 PM', 'November 30th, 7:24:19 PM']}"
Kukko ja Paalit,200,"{'challenge_name': ['World Wide Flags', 'Sanity Check'], 'challenge_category': ['Miscellaneous', 'Miscellaneous'], 'challenge_points': ['150', '50'], 'solve_time': ['November 30th, 7:07:27 PM', 'November 30th, 5:39:35 PM']}"
YuriEnjoyers,200,"{'challenge_name': ['World Wide Flags', 'Sanity Check'], 'challenge_category': ['Miscellaneous', 'Miscellaneous'], 'challenge_points': ['150', '50'], 'solve_time': ['November 30th, 7:27:51 PM', 'November 30th, 6:16:58 PM']}"
bodoh backdoor,200,"{'challenge_name': ['Sanity Check', 'World Wide Flags'], 'challenge_category': ['Miscellaneous', 'Miscellaneous'], 'challenge_points': ['50', '150'], 'solve_time': ['November 30th, 8:34:52 PM', 'November 30th, 7:40:53 PM']}"
KaPpi,200,"{'challenge_name': ['World Wide Flags', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['150', '50'], 'solve_time': ['November 30th, 8:39:02 PM', 'November 30th, 6:02:05 PM']}"
Madwanzi.,200,"{'challenge_name': ['Simpler RSA', 'World Wide Flags'], 'challenge_category': ['Beginners', 'Miscellaneous'], 'challenge_points': ['50', '150'], 'solve_time': ['November 30th, 9:11:22 PM', 'November 30th, 8:19:31 PM']}"
Deadline Crusher,200,"{'challenge_name': ['World Wide Flags', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['150', '50'], 'solve_time': ['November 30th, 11:27:30 PM', 'November 30th, 6:47:47 PM']}"
buf!3rBr34ch3rS,200,"{'challenge_name': ['Sanity Check', 'World Wide Flags'], 'challenge_category': ['Miscellaneous', 'Miscellaneous'], 'challenge_points': ['50', '150'], 'solve_time': ['December 1st, 2:39:04 PM', 'December 1st, 2:24:46 PM']}"
The Hacktivists,200,"{'challenge_name': ['World Wide Flags', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners'], 'challenge_points': ['150', '50'], 'solve_time': ['December 1st, 2:58:07 PM', 'December 1st, 11:30:43 AM']}"
Mobs,195,"{'challenge_name': ['Secure Shell', 'WhiteRabbit', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners', 'Beginners'], 'challenge_points': ['50', '95', '50'], 'solve_time': ['November 30th, 8:04:39 PM', 'November 30th, 7:15:16 PM', 'November 30th, 5:58:03 PM']}"
0sc4r1n,195,"{'challenge_name': ['Simpler RSA', 'WhiteRabbit', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['50', '95', '50'], 'solve_time': ['December 1st, 7:46:16 AM', 'November 30th, 10:26:27 PM', 'November 30th, 7:41:40 PM']}"
level_Zero,195,"{'challenge_name': ['WhiteRabbit', 'Sanity Check', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Miscellaneous', 'Beginners'], 'challenge_points': ['95', '50', '50'], 'solve_time': ['December 1st, 11:31:30 AM', 'November 30th, 10:02:44 PM', 'November 30th, 8:39:11 PM']}"
CyberUnit,165,"{'challenge_name': ['All your base are belong to us', 'Sanity Check', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Miscellaneous', 'Beginners'], 'challenge_points': ['65', '50', '50'], 'solve_time': ['November 30th, 6:01:06 PM', 'November 30th, 5:54:38 PM', 'November 30th, 5:51:40 PM']}"
Team-23,165,"{'challenge_name': ['Sanity Check', 'All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['50', '65', '50'], 'solve_time': ['November 30th, 6:01:39 PM', 'November 30th, 5:57:47 PM', 'November 30th, 5:52:18 PM']}"
CasperX,165,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['65', '50', '50'], 'solve_time': ['November 30th, 6:11:59 PM', 'November 30th, 5:48:34 PM', 'November 30th, 5:34:22 PM']}"
HAIDAR,165,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['65', '50', '50'], 'solve_time': ['November 30th, 6:21:21 PM', 'November 30th, 6:18:59 PM', 'November 30th, 5:41:47 PM']}"
F$0CI3TY,165,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['65', '50', '50'], 'solve_time': ['November 30th, 6:37:11 PM', 'November 30th, 6:06:17 PM', 'November 30th, 5:38:06 PM']}"
team_hiran,165,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['65', '50', '50'], 'solve_time': ['November 30th, 6:40:49 PM', 'November 30th, 6:26:48 PM', 'November 30th, 6:08:14 PM']}"
unknownsquad,165,"{'challenge_name': ['Sanity Check', 'All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['50', '65', '50'], 'solve_time': ['November 30th, 6:43:48 PM', 'November 30th, 5:59:32 PM', 'November 30th, 5:56:11 PM']}"
Pr0b1em,165,"{'challenge_name': ['All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['65', '50', '50'], 'solve_time': ['November 30th, 7:10:23 PM', 'November 30th, 5:52:39 PM', 'November 30th, 5:44:41 PM']}"
Squeent,165,"{'challenge_name': ['Secure Shell', 'Simpler RSA', 'All your base are belong to us'], 'challenge_category': ['Beginners', 'Beginners', 'Beginners'], 'challenge_points': ['50', '50', '65'], 'solve_time': ['November 30th, 8:11:46 PM', 'November 30th, 6:00:23 PM', 'November 30th, 5:49:42 PM']}"
wowzactf,165,"{'challenge_name': ['All your base are belong to us', 'Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners', 'Beginners'], 'challenge_points': ['65', '50', '50'], 'solve_time': ['November 30th, 8:44:25 PM', 'November 30th, 8:25:30 PM', 'November 30th, 5:41:21 PM']}"
touch grass,165,"{'challenge_name': ['Secure Shell', 'All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners', 'Beginners'], 'challenge_points': ['50', '65', '50'], 'solve_time': ['November 30th, 11:06:29 PM', 'November 30th, 8:02:36 PM', 'November 30th, 6:39:26 PM']}"
Z3r0l0g0n,165,"{'challenge_name': ['Sanity Check', 'All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['50', '65', '50'], 'solve_time': ['November 30th, 11:42:44 PM', 'November 30th, 11:38:52 PM', 'November 30th, 11:24:37 PM']}"
c0d3_r3d,165,"{'challenge_name': ['All your base are belong to us', 'Sanity Check', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Miscellaneous', 'Beginners'], 'challenge_points': ['65', '50', '50'], 'solve_time': ['November 30th, 11:58:28 PM', 'November 30th, 11:47:46 PM', 'November 30th, 11:39:46 PM']}"
to_phre,165,"{'challenge_name': ['Simpler RSA', 'Secure Shell', 'All your base are belong to us'], 'challenge_category': ['Beginners', 'Beginners', 'Beginners'], 'challenge_points': ['50', '50', '65'], 'solve_time': ['December 1st, 12:07:34 AM', 'November 30th, 11:54:40 PM', 'November 30th, 11:47:19 PM']}"
Phish Hat Hackers,165,"{'challenge_name': ['Sanity Check', 'All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['50', '65', '50'], 'solve_time': ['December 1st, 1:27:44 AM', 'December 1st, 12:15:19 AM', 'November 30th, 11:37:51 PM']}"
DebugUs,165,"{'challenge_name': ['Simpler RSA', 'All your base are belong to us', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['50', '65', '50'], 'solve_time': ['December 1st, 1:54:55 AM', 'November 30th, 7:59:55 PM', 'November 30th, 6:41:23 PM']}"
cs4d,165,"{'challenge_name': ['Sanity Check', 'All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['50', '65', '50'], 'solve_time': ['December 1st, 2:22:37 AM', 'December 1st, 1:56:29 AM', 'December 1st, 12:58:52 AM']}"
mclovin,165,"{'challenge_name': ['Secure Shell', 'All your base are belong to us', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['50', '65', '50'], 'solve_time': ['December 1st, 2:36:25 AM', 'December 1st, 2:05:26 AM', 'November 30th, 7:31:55 PM']}"
Attack On Hash Function,165,"{'challenge_name': ['All your base are belong to us', 'Secure Shell', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Beginners', 'Beginners'], 'challenge_points': ['65', '50', '50'], 'solve_time': ['December 1st, 7:17:15 AM', 'December 1st, 7:16:23 AM', 'December 1st, 7:09:46 AM']}"
UACSec,165,"{'challenge_name': ['Sanity Check', 'All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['50', '65', '50'], 'solve_time': ['December 1st, 2:38:16 PM', 'December 1st, 12:37:24 PM', 'December 1st, 10:52:34 AM']}"
tsuimak2,165,"{'challenge_name': ['All your base are belong to us', 'Sanity Check', 'Simpler RSA'], 'challenge_category': ['Beginners', 'Miscellaneous', 'Beginners'], 'challenge_points': ['65', '50', '50'], 'solve_time': ['December 1st, 4:59:07 PM', 'November 30th, 8:12:35 PM', 'November 30th, 8:08:38 PM']}"
Team-A2,163,"{'challenge_name': ['Forgot Password'], 'challenge_category': ['Forensics'], 'challenge_points': ['163'], 'solve_time': ['November 30th, 9:25:49 PM']}"
zefzef,163,"{'challenge_name': ['Forgot Password'], 'challenge_category': ['Forensics'], 'challenge_points': ['163'], 'solve_time': ['November 30th, 11:51:11 PM']}"
Myserk,163,"{'challenge_name': ['Forgot Password'], 'challenge_category': ['Forensics'], 'challenge_points': ['163'], 'solve_time': ['December 1st, 1:29:42 AM']}"
7MNT,153,"{'challenge_name': ['Bongcloud'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['153'], 'solve_time': ['December 1st, 4:23:37 PM']}"
chill guys,150,"{'challenge_name': ['Secure Shell', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['November 30th, 7:57:30 PM', 'November 30th, 5:43:44 PM', 'November 30th, 5:40:48 PM']}"
No module name,150,"{'challenge_name': ['Secure Shell', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['November 30th, 8:40:23 PM', 'November 30th, 8:28:30 PM', 'November 30th, 7:39:26 PM']}"
samiksha,150,"{'challenge_name': ['World Wide Flags'], 'challenge_category': ['Miscellaneous'], 'challenge_points': ['150'], 'solve_time': ['November 30th, 8:51:59 PM']}"
YMD,150,"{'challenge_name': ['Secure Shell', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['November 30th, 8:59:49 PM', 'November 30th, 6:09:42 PM', 'November 30th, 6:05:09 PM']}"
babyWhois,150,"{'challenge_name': ['Sanity Check', 'Secure Shell', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['November 30th, 9:02:09 PM', 'November 30th, 8:54:56 PM', 'November 30th, 8:36:01 PM']}"
snowcat,150,"{'challenge_name': ['Secure Shell', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['November 30th, 9:14:40 PM', 'November 30th, 6:20:53 PM', 'November 30th, 6:14:17 PM']}"
