,Team,Challenges
435,CozyBox,"{'challenge_name': ['ChatGGT (1)', 'New Free Lunch', '', '', ''], 'challenge_points': ['100', '100', '', '', ''], 'challenge_score': '200'}"
436,PrivateUser,"{'challenge_name': ['Sanity check', 'Feedback', 'Pigeon Post (1)', 'Get Flag Yourself', ''], 'challenge_points': ['10', '10', '100', '50', ''], 'challenge_score': '170'}"
437,S0038 - Sing Yin Secondary School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', 'Feedback', ''], 'challenge_points': ['10', '100', '50', '10', ''], 'challenge_score': '170'}"
438,O0020 - Ball Pen Tester 2.0,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Get Flag Yourself', 'Feedback', ''], 'challenge_points': ['100', '10', '50', '10', ''], 'challenge_score': '170'}"
439,O0052 - TeamMiracle,"{'challenge_name': ['Sanity check', 'Feedback', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['10', '10', '150', '', ''], 'challenge_score': '170'}"
440,S0071 - The Hong Kong Management Association K S Lo College,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', 'Get Flag Yourself', ''], 'challenge_points': ['10', '10', '100', '50', ''], 'challenge_score': '170'}"
441,pepinero,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', '', ''], 'challenge_points': ['10', '100', '50', '', ''], 'challenge_score': '160'}"
442,Potato,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', '', ''], 'challenge_points': ['10', '100', '50', '', ''], 'challenge_score': '160'}"
443,O0037 - Hex CY,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', '', ''], 'challenge_points': ['10', '100', '50', '', ''], 'challenge_score': '160'}"
444,P1nk Byt3,"{'challenge_name': ['Sanity check', 'One Way Room', '', '', ''], 'challenge_points': ['10', '150', '', '', ''], 'challenge_score': '160'}"
445,0xE0F,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', '', ''], 'challenge_points': ['10', '100', '50', '', ''], 'challenge_score': '160'}"
446,Root Force,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', '', ''], 'challenge_points': ['10', '100', '50', '', ''], 'challenge_score': '160'}"
447,O0006 - RedPing,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', '', ''], 'challenge_points': ['10', '100', '50', '', ''], 'challenge_score': '160'}"
448,zwwbjj,"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', '', ''], 'challenge_points': ['10', '50', '100', '', ''], 'challenge_score': '160'}"
449,123456789password,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', '', ''], 'challenge_points': ['10', '100', '50', '', ''], 'challenge_score': '160'}"
450,W0rms,"{'challenge_name': ['Get Flag Yourself', 'Sanity check', 'New Free Lunch', '', ''], 'challenge_points': ['50', '10', '100', '', ''], 'challenge_score': '160'}"
451,LYUSEC,"{'challenge_name': ['Get Flag Yourself', 'New Free Lunch', 'Sanity check', '', ''], 'challenge_points': ['50', '100', '10', '', ''], 'challenge_score': '160'}"
452,Cyb3rPr1s0n,"{'challenge_name': ['One Way Room', 'Sanity check', '', '', ''], 'challenge_points': ['150', '10', '', '', ''], 'challenge_score': '160'}"
453,T0010 - Nessie Explode 4,"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', '', ''], 'challenge_points': ['10', '50', '100', '', ''], 'challenge_score': '160'}"
454,pcms101,"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', '', ''], 'challenge_points': ['10', '50', '100', '', ''], 'challenge_score': '160'}"
455,ultradiyow,"{'challenge_name': ['Get Flag Yourself', 'Sanity check', 'New Free Lunch', '', ''], 'challenge_points': ['50', '10', '100', '', ''], 'challenge_score': '160'}"
456,O0061 - glutt0n,"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', '', ''], 'challenge_points': ['10', '50', '100', '', ''], 'challenge_score': '160'}"
457,RandomTeam,"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', '', ''], 'challenge_points': ['10', '50', '100', '', ''], 'challenge_score': '160'}"
458,#hackispleasure,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', '', ''], 'challenge_points': ['10', '100', '50', '', ''], 'challenge_score': '160'}"
459,Fuzzzz101,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', '', ''], 'challenge_points': ['10', '100', '50', '', ''], 'challenge_score': '160'}"
460,Myserk,"{'challenge_name': ['Sanity check', 'One Way Room', '', '', ''], 'challenge_points': ['10', '150', '', '', ''], 'challenge_score': '160'}"
461,CyberYMCA,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', '', ''], 'challenge_points': ['10', '100', '50', '', ''], 'challenge_score': '160'}"
462,B00T2R00T,"{'challenge_name': ['Sanity check', 'One Way Room', '', '', ''], 'challenge_points': ['10', '150', '', '', ''], 'challenge_score': '160'}"
463,Test1234,"{'challenge_name': ['Sanity check', 'One Way Room', '', '', ''], 'challenge_points': ['10', '150', '', '', ''], 'challenge_score': '160'}"
464,goodzg,"{'challenge_name': ['Sanity check', 'Webpage to PDF (1)', '', '', ''], 'challenge_points': ['10', '150', '', '', ''], 'challenge_score': '160'}"
465,In the past,"{'challenge_name': ['Sanity check', 'Almost DSA', 'Get Flag Yourself', '', ''], 'challenge_points': ['10', '100', '50', '', ''], 'challenge_score': '160'}"
466,T0069 - HKU,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', '', ''], 'challenge_points': ['10', '100', '50', '', ''], 'challenge_score': '160'}"
467,su-root,"{'challenge_name': ['Webpage to PDF (1)', '', '', '', ''], 'challenge_points': ['150', '', '', '', ''], 'challenge_score': '150'}"
468,nikko,"{'challenge_name': ['New Free Lunch', 'Get Flag Yourself', '', '', ''], 'challenge_points': ['100', '50', '', '', ''], 'challenge_score': '150'}"
469,sss,"{'challenge_name': ['Webpage to PDF (1)', '', '', '', ''], 'challenge_points': ['150', '', '', '', ''], 'challenge_score': '150'}"
470,S0140 - HHCKLA Buddhist Leung Chik Wai College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
471,CyberDojoTM,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', '', ''], 'challenge_points': ['10', '10', '100', '', ''], 'challenge_score': '120'}"
472,T0064 - 2MenTeam,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
473,S0070 - St. Louis School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
474,S0034 - Maryknoll Fathers' School,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Feedback', '', ''], 'challenge_points': ['100', '10', '10', '', ''], 'challenge_score': '120'}"
475,bc84202,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', '', ''], 'challenge_points': ['10', '10', '100', '', ''], 'challenge_score': '120'}"
476,O0105 - marco,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
477,Codernate,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Feedback', '', ''], 'challenge_points': ['100', '10', '10', '', ''], 'challenge_score': '120'}"
478,SaintChelyabinsk,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
479,HEXORCISTS,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
480,S0025 - Po Leung Kuk Wu Chung College,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', '', ''], 'challenge_points': ['10', '10', '100', '', ''], 'challenge_score': '120'}"
481,O0091 - Hope3952,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
482,"T0003 - PolyU,CityU,CUHK,HKUST","{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', '', ''], 'challenge_points': ['10', '10', '100', '', ''], 'challenge_score': '120'}"
483,S0089 - BISHOP HALL JUBILEE SCHOOL,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
484,S0176 - SKH Lui Ming Choi Secondary School,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', '', ''], 'challenge_points': ['10', '10', '100', '', ''], 'challenge_score': '120'}"
485,O0091 - Hope3952,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
486,"T0003 - PolyU,CityU,CUHK,HKUST","{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', '', ''], 'challenge_points': ['10', '10', '100', '', ''], 'challenge_score': '120'}"
487,S0089 - BISHOP HALL JUBILEE SCHOOL,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
488,S0176 - SKH Lui Ming Choi Secondary School,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', '', ''], 'challenge_points': ['10', '10', '100', '', ''], 'challenge_score': '120'}"
489,S0073 - Pui Kiu College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
490,S0047 - Kowloon True Light School,"{'challenge_name': ['RSA LCG (0)', 'Sanity check', 'Feedback', '', ''], 'challenge_points': ['100', '10', '10', '', ''], 'challenge_score': '120'}"
491,h5ck,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', '', ''], 'challenge_points': ['10', '10', '100', '', ''], 'challenge_score': '120'}"
492,H4xor_Hunters,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', '', ''], 'challenge_points': ['10', '10', '100', '', ''], 'challenge_score': '120'}"
493,S0102 - The Chinese Foundation Secondary School,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Feedback', '', ''], 'challenge_points': ['100', '10', '10', '', ''], 'challenge_score': '120'}"
494,O0054 - NationalSecurity,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
495,S0111 - CCC Kei To Secondary School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
496,zh0ng3r,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
497,S0095 - BISHOP HALL JUBILEE SCHOOL,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
498,Cyber Arc Reactor,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', '', ''], 'challenge_points': ['10', '10', '100', '', ''], 'challenge_score': '120'}"
499,S0163 - Hong Kong Baptist University Affiliated School Wong Kam Fai Secondary and Primary School,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Feedback', '', ''], 'challenge_points': ['100', '10', '10', '', ''], 'challenge_score': '120'}"
500,CYBER SECURITY ENTHUSIAST,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', '', ''], 'challenge_points': ['10', '10', '100', '', ''], 'challenge_score': '120'}"
501,Kam,"{'challenge_name': ['Feedback', 'Sanity check', 'New Free Lunch', '', ''], 'challenge_points': ['10', '10', '100', '', ''], 'challenge_score': '120'}"
502,SHAOCHI LU,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', '', ''], 'challenge_points': ['10', '10', '100', '', ''], 'challenge_score': '120'}"
503,S0171 - St. Joseph's College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
504,S0060 - S.K.H. Tsang Shiu Tim Secondary School,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Feedback', '', ''], 'challenge_points': ['100', '10', '10', '', ''], 'challenge_score': '120'}"
505,T0026 - HKU,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Feedback', '', ''], 'challenge_points': ['100', '10', '10', '', ''], 'challenge_score': '120'}"
506,T0073 - Raining Penguins,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
507,T0045 - HKMU,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', '', ''], 'challenge_points': ['10', '100', '10', '', ''], 'challenge_score': '120'}"
508,S0022 - Tuen Mun Catholic Secondary School,"{'challenge_name': ['Sanity check', 'Feedback', 'RSA LCG (0)', '', ''], 'challenge_points': ['10', '10', '100', '', ''], 'challenge_score': '120'}"
509,O0107 - m0cr0v,"{'challenge_name': ['Sanity check', 'New Free Lunch', '', '', ''], 'challenge_points': ['10', '100', '', '', ''], 'challenge_score': '110'}"
510,S0166 - GCC&ITKD Lau Pak Lok Secondary School,"{'challenge_name': ['Sanity check', 'New Free Lunch', '', '', ''], 'challenge_points': ['10', '100', '', '', ''], 'challenge_score': '110'}"
511,khiarshoor,"{'challenge_name': ['Sanity check', 'New Free Lunch', '', '', ''], 'challenge_points': ['10', '100', '', '', ''], 'challenge_score': '110'}"
512,Wh1teR00m,"{'challenge_name': ['Sanity check', 'New Free Lunch', '', '', ''], 'challenge_points': ['10', '100', '', '', ''], 'challenge_score': '110'}"
513,Triode,"{'challenge_name': ['Sanity check', 'RSA LCG (0)', '', '', ''], 'challenge_points': ['10', '100', '', '', ''], 'challenge_score': '110'}"
514,suzu,"{'challenge_name': ['Sanity check', 'New Free Lunch', '', '', ''], 'challenge_points': ['10', '100', '', '', ''], 'challenge_score': '110'}"
515,44,"{'challenge_name': ['New Free Lunch', 'Sanity check', '', '', ''], 'challenge_points': ['100', '10', '', '', ''], 'challenge_score': '110'}"
516,O0062 - O0019 - 0x19,"{'challenge_name': ['Sanity check', 'New Free Lunch', '', '', ''], 'challenge_points': ['10', '100', '', '', ''], 'challenge_score': '110'}"
517,Half_Flurred,"{'challenge_name': ['Sanity check', 'New Free Lunch', '', '', ''], 'challenge_points': ['10', '100', '', '', ''], 'challenge_score': '110'}"
518,Engineer,"{'challenge_name': ['New Free Lunch', 'Sanity check', '', '', ''], 'challenge_points': ['100', '10', '', '', ''], 'challenge_score': '110'}"
519,CTFp v1.23,"{'challenge_name': ['Sanity check', 'New Free Lunch', '', '', ''], 'challenge_points': ['10', '100', '', '', ''], 'challenge_score': '110'}"
